dt,txns,net_amount,avg_ticket,active_users,active_cards,fraud_count,fraud_rate,online_share,refund_count
2017-01-30,4301,186091.01,43.27,1343,2202,0,0.0,12.76,223
2017-01-31,4814,194359.69,40.37,1389,2352,0,0.0,12.17,228
2017-02-01,4794,195692.0,40.82,1374,2332,0,0.0,12.45,222
2017-02-02,4762,205483.84,43.15,1381,2322,0,0.0,12.28,230
2017-02-03,4806,205518.61,42.76,1382,2347,0,0.0,11.82,228
2017-02-04,4833,209391.91,43.33,1386,2334,0,0.0,12.33,226
2017-02-05,4222,201202.43,47.66,1364,2213,0,0.0,13.31,167
2017-02-06,4568,197522.02,43.24,1344,2240,0,0.0,12.5,272
2017-02-07,4843,200982.8,41.5,1378,2326,0,0.0,11.85,225
2017-02-08,4890,199609.76,40.82,1389,2338,0,0.0,11.94,232
2017-02-09,4885,202005.71,41.35,1377,2355,0,0.0,12.53,225
2017-02-10,4850,217823.14,44.91,1395,2307,0,0.0,12.35,230
2017-02-11,4914,224096.63,45.6,1397,2368,0,0.0,11.31,235
2017-02-12,4486,203274.81,45.31,1379,2269,0,0.0,12.35,201
2017-02-13,4366,195391.85,44.75,1362,2246,0,0.0,13.08,216
2017-02-14,4861,205958.52,42.37,1389,2346,0,0.0,12.67,243
2017-02-15,4679,198167.72,42.35,1384,2326,0,0.0,12.67,210
2017-02-16,4771,206753.28,43.34,1375,2333,0,0.0,12.09,220
2017-02-17,4827,204186.17,42.3,1382,2333,0,0.0,12.08,238
2017-02-18,4947,212355.8,42.93,1395,2399,0,0.0,11.14,246
2017-02-19,4331,202089.25,46.66,1353,2204,0,0.0,12.26,188
2017-02-20,4401,188931.09,42.93,1346,2216,0,0.0,12.86,234
2017-02-21,4936,183961.0,37.27,1377,2348,0,0.0,14.93,237
2017-02-22,4848,199935.9,41.24,1389,2331,0,0.0,12.83,243
2017-02-23,4822,202358.99,41.97,1396,2367,0,0.0,12.11,213
2017-02-24,4793,208504.97,43.5,1387,2328,0,0.0,12.83,230
2017-02-25,4905,228564.73,46.6,1378,2352,0,0.0,12.5,236
2017-02-26,4365,201737.18,46.22,1339,2252,0,0.0,12.85,196
2017-02-27,4362,188456.59,43.2,1351,2216,0,0.0,12.4,239
2017-02-28,4798,200313.21,41.75,1383,2322,0,0.0,12.44,221
2017-03-01,4855,198617.03,40.91,1385,2355,0,0.0,12.11,247
2017-03-02,4841,206350.53,42.63,1387,2351,0,0.0,12.02,224
2017-03-03,4799,203025.66,42.31,1382,2334,0,0.0,12.5,236
2017-03-04,4892,223641.01,45.72,1381,2346,0,0.0,11.28,242
2017-03-05,4230,200980.84,47.51,1346,2200,0,0.0,13.52,154
2017-03-06,4501,190702.46,42.37,1369,2291,0,0.0,12.55,249
2017-03-07,4765,204374.62,42.89,1385,2328,0,0.0,12.19,245
2017-03-08,4824,204068.64,42.3,1394,2355,0,0.0,11.75,232
2017-03-09,4759,194846.58,40.94,1389,2310,0,0.0,11.3,218
2017-03-10,4859,213499.34,43.94,1374,2322,0,0.0,12.62,235
2017-03-11,4862,215200.77,44.26,1391,2376,0,0.0,12.61,227
2017-03-12,4435,208488.58,47.01,1366,2251,0,0.0,12.56,202
2017-03-13,4322,186455.9,43.14,1345,2223,0,0.0,13.23,237
2017-03-14,4751,208400.08,43.86,1397,2340,0,0.0,11.85,220
2017-03-15,4776,200338.43,41.95,1369,2281,0,0.0,12.42,230
2017-03-16,4811,200264.84,41.63,1380,2273,0,0.0,11.79,239
2017-03-17,4683,195498.3,41.75,1382,2302,0,0.0,12.39,201
2017-03-18,4896,216145.15,44.15,1381,2327,0,0.0,11.83,244
2017-03-19,4268,195382.01,45.78,1363,2235,0,0.0,11.95,181
2017-03-20,4393,196406.02,44.71,1355,2242,0,0.0,11.93,236
2017-03-21,4676,192263.01,41.12,1376,2349,0,0.0,12.62,206
2017-03-22,4748,194568.06,40.98,1384,2315,0,0.0,12.51,231
2017-03-23,4811,200525.25,41.68,1394,2366,0,0.0,12.31,235
2017-03-24,4754,206694.99,43.48,1376,2299,0,0.0,12.64,236
2017-03-25,4958,219566.13,44.29,1372,2359,0,0.0,12.04,251
2017-03-26,4282,195511.74,45.66,1362,2228,0,0.0,12.75,200
2017-03-27,4535,187178.86,41.27,1352,2234,0,0.0,11.75,278
2017-03-28,4845,206725.69,42.67,1392,2340,0,0.0,12.28,229
2017-03-29,4855,205692.32,42.37,1390,2367,0,0.0,12.54,244
2017-03-30,4837,198508.63,41.04,1398,2353,0,0.0,11.91,221
2017-03-31,4931,205826.57,41.74,1393,2371,0,0.0,11.78,245
2017-04-01,4876,213794.98,43.85,1383,2335,0,0.0,12.08,240
2017-04-02,4336,210163.62,48.47,1359,2233,0,0.0,13.28,171
2017-04-03,4456,188021.95,42.2,1347,2196,0,0.0,11.87,270
2017-04-04,4773,201445.3,42.21,1381,2324,0,0.0,12.38,223
2017-04-05,4921,199536.57,40.55,1389,2344,0,0.0,12.5,259
2017-04-06,4862,202248.81,41.6,1399,2359,0,0.0,12.53,234
2017-04-07,4945,198636.24,40.17,1394,2375,0,0.0,12.34,264
2017-04-08,4883,211854.74,43.39,1389,2337,0,0.0,12.74,238
2017-04-09,4255,193569.33,45.49,1352,2174,0,0.0,12.2,187
2017-04-10,4410,189421.09,42.95,1349,2262,0,0.0,12.49,238
2017-04-11,4824,202657.25,42.01,1383,2350,0,0.0,11.96,220
2017-04-12,4854,207100.43,42.67,1392,2376,0,0.0,11.93,242
2017-04-13,4826,200903.71,41.63,1364,2306,0,0.0,11.58,231
2017-04-14,4745,211963.72,44.67,1387,2323,0,0.0,12.9,215
2017-04-15,4948,216556.95,43.77,1393,2378,0,0.0,12.0,233
2017-04-16,4315,201730.28,46.75,1361,2214,0,0.0,12.91,188
2017-04-17,4516,189037.68,41.86,1352,2210,0,0.0,12.71,270
2017-04-18,4864,202624.08,41.66,1393,2333,0,0.0,12.07,242
2017-04-19,4879,200550.37,41.1,1389,2304,0,0.0,11.85,240
2017-04-20,4873,208045.02,42.69,1391,2387,0,0.0,13.09,234
2017-04-21,4854,199815.3,41.17,1389,2326,0,0.0,12.44,253
2017-04-22,4997,211566.01,42.34,1393,2362,0,0.0,11.67,242
2017-04-23,4329,197605.04,45.65,1385,2241,0,0.0,12.73,191
2017-04-24,4512,187876.55,41.64,1361,2240,0,0.0,11.86,279
2017-04-25,4979,208934.84,41.96,1393,2351,0,0.0,12.49,257
2017-04-26,4832,201832.21,41.77,1380,2317,0,0.0,12.71,236
2017-04-27,4713,197226.39,41.85,1390,2299,0,0.0,12.5,224
2017-04-28,4935,209847.84,42.52,1400,2345,0,0.0,12.44,233
2017-04-29,4866,211421.66,43.45,1382,2369,0,0.0,12.27,222
2017-04-30,4437,195925.54,44.16,1363,2258,0,0.0,12.67,201
2017-05-01,4368,186623.76,42.73,1376,2231,0,0.0,12.2,227
2017-05-02,4857,207111.71,42.64,1398,2348,0,0.0,11.92,232
2017-05-03,4848,205369.62,42.36,1391,2343,0,0.0,12.81,234
2017-05-04,4814,203506.11,42.27,1399,2358,0,0.0,12.21,232
2017-05-05,4805,208683.27,43.43,1386,2356,0,0.0,12.15,216
2017-05-06,4959,219340.1,44.23,1406,2376,0,0.0,13.45,245
2017-05-07,4350,204494.93,47.01,1377,2270,0,0.0,13.2,188
2017-05-08,4410,193036.59,43.77,1373,2238,0,0.0,13.13,226
2017-05-09,4808,194765.11,40.51,1387,2335,0,0.0,12.08,249
2017-05-10,4821,202385.12,41.98,1384,2334,0,0.0,12.3,238
2017-05-11,4807,199353.31,41.47,1380,2324,0,0.0,11.77,229
2017-05-12,4824,212782.03,44.11,1406,2367,0,0.0,12.09,220
2017-05-13,4871,219670.36,45.1,1397,2359,0,0.0,12.52,234
2017-05-14,4331,191566.4,44.23,1348,2206,0,0.0,12.26,197
2017-05-15,4415,197721.17,44.78,1348,2261,0,0.0,13.3,248
2017-05-16,4904,202579.39,41.31,1404,2417,0,0.0,12.36,223
2017-05-17,4943,205699.65,41.61,1405,2366,0,0.0,11.55,234
2017-05-18,4956,198731.94,40.1,1391,2353,0,0.0,12.21,245
2017-05-19,4892,215438.41,44.04,1398,2367,0,0.0,13.04,235
2017-05-20,4865,205551.33,42.25,1399,2320,0,0.0,12.19,236
2017-05-21,4280,199362.03,46.58,1362,2201,0,0.0,14.07,189
2017-05-22,4433,195314.43,44.06,1373,2222,0,0.0,12.86,260
2017-05-23,4816,209106.19,43.42,1362,2319,0,0.0,12.5,225
2017-05-24,4899,205737.14,42.0,1392,2373,0,0.0,12.29,217
2017-05-25,4905,208143.42,42.43,1391,2350,0,0.0,11.68,233
2017-05-26,4861,206694.54,42.52,1383,2330,0,0.0,12.12,219
2017-05-27,4846,210494.92,43.44,1393,2351,0,0.0,12.34,234
2017-05-28,4341,202874.42,46.73,1354,2219,0,0.0,12.74,196
2017-05-29,4490,201764.3,44.94,1367,2271,0,0.0,12.94,248
2017-05-30,4912,192504.29,39.19,1386,2378,0,0.0,14.68,213
2017-05-31,4910,210459.35,42.86,1383,2344,0,0.0,12.22,243
2017-06-01,4762,206152.2,43.29,1401,2373,0,0.0,11.44,224
2017-06-02,4821,208757.97,43.3,1407,2366,0,0.0,12.42,223
2017-06-03,5030,237671.18,47.25,1413,2394,0,0.0,12.07,233
2017-06-04,4283,204777.39,47.81,1345,2187,0,0.0,12.98,188
2017-06-05,4489,192662.33,42.92,1362,2245,0,0.0,13.1,248
2017-06-06,4824,205222.41,42.54,1401,2346,0,0.0,12.94,220
2017-06-07,4935,213383.49,43.24,1401,2355,0,0.0,12.52,236
2017-06-08,4786,211087.75,44.11,1377,2327,0,0.0,13.0,240
2017-06-09,4805,196127.05,40.82,1398,2351,0,0.0,12.4,240
2017-06-10,4903,214931.02,43.84,1391,2377,0,0.0,11.89,249
2017-06-11,4494,210369.1,46.81,1382,2293,0,0.0,13.22,208
2017-06-12,4397,189908.84,43.19,1367,2213,0,0.0,12.12,265
2017-06-13,4800,195335.79,40.69,1377,2326,0,0.0,12.58,224
2017-06-14,4875,205056.53,42.06,1391,2340,0,0.0,12.49,231
2017-06-15,4830,202855.75,42.0,1407,2342,0,0.0,12.26,209
2017-06-16,4912,218307.09,44.44,1399,2390,0,0.0,12.52,233
2017-06-17,4869,222309.15,45.66,1394,2390,0,0.0,12.24,220
2017-06-18,4498,207879.48,46.22,1363,2288,0,0.0,12.05,196
2017-06-19,4532,181700.23,40.09,1378,2320,0,0.0,12.25,272
2017-06-20,4863,208892.2,42.96,1396,2324,0,0.0,12.24,245
2017-06-21,4838,201341.27,41.62,1403,2335,0,0.0,11.47,227
2017-06-22,4866,199451.38,40.99,1391,2354,0,0.0,12.06,243
2017-06-23,4913,211001.16,42.95,1402,2383,0,0.0,12.27,239
2017-06-24,4922,214019.09,43.48,1401,2357,0,0.0,11.91,252
2017-06-25,4354,197674.48,45.4,1354,2203,0,0.0,12.38,200
2017-06-26,4502,192059.5,42.66,1388,2279,0,0.0,12.59,243
2017-06-27,5003,212915.07,42.56,1390,2327,0,0.0,12.01,253
2017-06-28,4907,202202.48,41.21,1398,2388,0,0.0,12.25,251
2017-06-29,4737,190078.53,40.13,1383,2328,0,0.0,12.77,234
2017-06-30,4881,203998.59,41.79,1403,2378,0,0.0,12.91,232
2017-07-01,4874,216805.23,44.48,1400,2345,0,0.0,11.98,239
2017-07-02,4413,204297.95,46.29,1375,2250,0,0.0,12.94,184
2017-07-03,4507,197519.79,43.83,1376,2263,0,0.0,12.87,253
2017-07-04,5107,195356.83,38.25,1409,2400,0,0.0,14.49,248
2017-07-05,4881,208157.78,42.65,1390,2317,0,0.0,13.01,236
2017-07-06,4946,211434.04,42.75,1405,2345,0,0.0,12.25,261
2017-07-07,4857,212041.03,43.66,1394,2364,0,0.0,12.5,221
2017-07-08,4815,209849.61,43.58,1385,2320,0,0.0,12.83,224
2017-07-09,4381,204064.19,46.58,1364,2248,0,0.0,12.74,190
2017-07-10,4491,197762.49,44.04,1382,2269,0,0.0,12.67,256
2017-07-11,4838,205986.82,42.58,1407,2374,0,0.0,12.03,215
2017-07-12,4843,195358.09,40.34,1379,2328,0,0.0,11.96,256
2017-07-13,4851,197737.23,40.76,1389,2306,0,0.0,12.78,244
2017-07-14,4781,200649.46,41.97,1383,2308,0,0.0,12.24,234
2017-07-15,4892,221256.33,45.23,1388,2347,0,0.0,12.55,226
2017-07-16,4490,207349.4,46.18,1386,2301,0,0.0,13.23,200
2017-07-17,4405,192346.36,43.67,1369,2242,0,0.0,12.67,258
2017-07-18,4851,205497.0,42.36,1395,2325,0,0.0,11.89,242
2017-07-19,4953,215673.82,43.54,1401,2366,0,0.0,12.46,251
2017-07-20,4849,207571.58,42.81,1384,2375,0,0.0,12.48,221
2017-07-21,4833,202948.63,41.99,1404,2357,0,0.0,11.88,230
2017-07-22,4831,205437.4,42.52,1405,2375,0,0.0,12.77,239
2017-07-23,4327,205707.14,47.54,1380,2268,0,0.0,12.27,176
2017-07-24,4473,190538.07,42.6,1366,2254,0,0.0,12.23,232
2017-07-25,4835,203649.6,42.12,1389,2353,0,0.0,11.98,230
2017-07-26,4960,203420.83,41.01,1397,2385,0,0.0,12.0,251
2017-07-27,4836,195855.2,40.5,1384,2351,0,0.0,11.33,229
2017-07-28,4831,200828.03,41.57,1385,2342,0,0.0,12.79,254
2017-07-29,4892,213552.05,43.65,1401,2359,0,0.0,12.63,241
2017-07-30,4281,192808.33,45.04,1347,2183,0,0.0,12.52,190
2017-07-31,4535,198937.57,43.87,1372,2279,0,0.0,12.19,259
2017-08-01,4790,199465.17,41.64,1405,2334,0,0.0,11.98,238
2017-08-02,4889,203420.21,41.61,1405,2344,0,0.0,12.05,230
2017-08-03,4887,196163.63,40.14,1397,2359,0,0.0,12.07,252
2017-08-04,4805,205589.3,42.79,1390,2365,0,0.0,12.38,224
2017-08-05,4805,205973.86,42.87,1397,2291,0,0.0,12.01,243
2017-08-06,4377,200900.34,45.9,1370,2249,0,0.0,13.53,192
2017-08-07,4285,186797.59,43.59,1357,2182,0,0.0,12.09,231
2017-08-08,4863,201220.68,41.38,1396,2363,0,0.0,12.46,233
2017-08-09,4876,195905.83,40.18,1392,2339,0,0.0,12.2,251
2017-08-10,4856,191419.05,39.42,1398,2357,0,0.0,12.38,234
2017-08-11,4845,201888.97,41.67,1393,2331,0,0.0,11.97,259
2017-08-12,4836,201735.99,41.72,1395,2373,0,0.0,12.18,239
2017-08-13,4416,205480.57,46.53,1376,2295,0,0.0,12.39,204
2017-08-14,4354,192226.63,44.15,1371,2229,0,0.0,12.95,255
2017-08-15,4830,201872.78,41.8,1400,2370,0,0.0,12.32,209
2017-08-16,4814,201358.63,41.83,1389,2341,0,0.0,11.74,224
2017-08-17,4759,200433.88,42.12,1395,2370,0,0.0,12.59,217
2017-08-18,4837,197562.48,40.84,1384,2334,0,0.0,11.95,242
2017-08-19,4932,224800.26,45.58,1381,2352,0,0.0,12.1,251
2017-08-20,4252,196081.67,46.12,1350,2209,0,0.0,12.84,175
2017-08-21,4614,199203.52,43.17,1368,2278,0,0.0,12.44,275
2017-08-22,4802,203638.81,42.41,1402,2335,0,0.0,11.81,234
2017-08-23,4810,196707.67,40.9,1385,2351,0,0.0,12.41,235
2017-08-24,4930,197218.11,40.0,1402,2372,0,0.0,12.54,255
2017-08-25,4826,196170.07,40.65,1385,2320,0,0.0,12.1,261
2017-08-26,4971,220485.78,44.35,1399,2386,0,0.0,12.61,245
2017-08-27,4385,204163.46,46.56,1355,2243,0,0.0,12.84,180
2017-08-28,4600,190741.9,41.47,1370,2226,0,0.0,12.13,279
2017-08-29,4822,211104.43,43.78,1385,2361,0,0.0,12.61,229
2017-08-30,4795,198494.83,41.4,1388,2350,0,0.0,12.01,217
2017-08-31,4760,194437.32,40.85,1393,2375,0,0.0,12.77,217
2017-09-01,4813,190980.24,39.68,1397,2344,0,0.0,10.95,229
2017-09-02,4890,219254.53,44.84,1393,2329,0,0.0,12.17,242
2017-09-03,4420,201493.33,45.59,1361,2252,0,0.0,12.22,182
2017-09-04,4519,189798.52,42.0,1372,2276,0,0.0,12.39,259
2017-09-05,4974,185427.77,37.28,1375,2353,0,0.0,14.5,227
2017-09-06,4849,209186.52,43.14,1398,2366,0,0.0,11.78,221
2017-09-07,4798,210197.91,43.81,1386,2354,0,0.0,12.48,194
2017-09-08,4797,195652.73,40.79,1399,2353,0,0.0,12.74,240
2017-09-09,4979,224916.9,45.17,1389,2364,0,0.0,12.91,232
2017-09-10,4356,193389.72,44.4,1360,2259,0,0.0,12.79,176
2017-09-11,4478,191708.05,42.81,1372,2220,0,0.0,12.89,247
2017-09-12,4704,205441.33,43.67,1382,2321,0,0.0,12.54,214
2017-09-13,4690,190617.56,40.64,1374,2315,0,0.0,12.28,215
2017-09-14,4820,209774.53,43.52,1404,2363,0,0.0,12.53,235
2017-09-15,4835,193048.25,39.93,1385,2362,0,0.0,12.68,234
2017-09-16,4944,220916.72,44.68,1404,2387,0,0.0,11.75,231
2017-09-17,4312,189884.98,44.04,1354,2252,0,0.0,12.31,181
2017-09-18,4430,184461.2,41.64,1373,2252,0,0.0,12.39,250
2017-09-19,4965,209041.28,42.1,1406,2406,0,0.0,12.21,240
2017-09-20,4872,195589.6,40.15,1381,2354,0,0.0,12.19,224
2017-09-21,4871,209694.81,43.05,1381,2339,0,0.0,12.63,237
2017-09-22,4888,207183.76,42.39,1401,2348,0,0.0,11.27,239
2017-09-23,4822,209860.84,43.52,1395,2319,0,0.0,11.82,236
2017-09-24,4369,203370.75,46.55,1364,2227,0,0.0,12.38,196
2017-09-25,4345,197466.12,45.45,1363,2227,0,0.0,13.37,235
2017-09-26,4802,205953.56,42.89,1386,2338,0,0.0,12.56,224
2017-09-27,4825,193284.94,40.06,1390,2369,0,0.0,12.33,230
2017-09-28,4783,198809.69,41.57,1387,2354,0,0.0,11.98,221
2017-09-29,4758,206150.64,43.33,1391,2335,0,0.0,11.85,219
2017-09-30,4955,218586.55,44.11,1392,2359,0,0.0,12.41,230
2017-10-01,4288,196609.27,45.85,1373,2212,0,0.0,13.29,206
2017-10-02,4477,192142.21,42.92,1356,2243,0,0.0,12.66,250
2017-10-03,4919,206016.26,41.88,1396,2371,0,0.0,11.83,251
2017-10-04,4745,200306.74,42.21,1377,2328,0,0.0,12.79,208
2017-10-05,4911,205608.12,41.87,1403,2354,0,0.0,12.54,235
2017-10-06,4943,205255.63,41.52,1384,2364,0,0.0,11.59,266
2017-10-07,4824,218855.54,45.37,1395,2364,0,0.0,12.62,212
2017-10-08,4301,194615.85,45.25,1368,2248,0,0.0,12.39,184
2017-10-09,4452,189069.5,42.47,1371,2251,0,0.0,13.05,254
2017-10-10,4919,204884.52,41.65,1396,2359,0,0.0,12.4,264
2017-10-11,4879,207819.15,42.59,1377,2346,0,0.0,12.07,235
2017-10-12,4704,191941.4,40.8,1405,2324,0,0.0,12.39,227
2017-10-13,4741,201903.93,42.59,1387,2332,0,0.0,11.92,229
2017-10-14,4825,218585.42,45.3,1393,2343,0,0.0,12.04,223
2017-10-15,4438,200730.84,45.23,1370,2275,0,0.0,13.07,196
2017-10-16,4379,186814.13,42.66,1357,2219,0,0.0,12.83,241
2017-10-17,4703,203282.61,43.22,1378,2319,0,0.0,12.61,214
2017-10-18,4737,194324.6,41.02,1390,2339,0,0.0,11.38,216
2017-10-19,4843,195077.69,40.28,1386,2356,0,0.0,12.22,233
2017-10-20,4759,203745.8,42.81,1397,2367,0,0.0,12.8,213
2017-10-21,4922,216513.77,43.99,1397,2384,0,0.0,11.82,243
2017-10-22,4301,193186.8,44.92,1346,2275,0,0.0,12.65,186
2017-10-23,4603,194411.11,42.24,1366,2317,0,0.0,12.43,272
2017-10-24,4876,198276.77,40.66,1393,2362,0,0.0,12.33,242
2017-10-25,4883,204905.42,41.96,1392,2348,0,0.0,12.33,251
2017-10-26,4835,198707.2,41.1,1367,2313,0,0.0,11.93,245
2017-10-27,4783,213470.91,44.63,1385,2368,0,0.0,11.98,223
2017-10-28,4851,215929.43,44.51,1380,2377,0,0.0,11.52,222
2017-10-29,4393,207367.78,47.2,1366,2244,0,0.0,12.88,192
2017-10-30,4458,185125.42,41.53,1361,2258,0,0.0,12.7,254
2017-10-31,4868,198357.87,40.75,1382,2360,0,0.0,12.08,256
2017-11-01,4701,189317.98,40.27,1380,2307,0,0.0,12.49,210
2017-11-02,4889,206591.11,42.26,1385,2346,0,0.0,11.72,243
2017-11-03,4803,205882.1,42.87,1373,2335,0,0.0,12.14,225
2017-11-04,4932,219939.62,44.59,1406,2405,0,0.0,11.62,230
2017-11-05,4308,197189.5,45.77,1369,2195,0,0.0,12.16,190
2017-11-06,4513,189546.59,42.0,1374,2282,0,0.0,12.3,245
2017-11-07,4754,193745.29,40.75,1380,2345,0,0.0,12.31,228
2017-11-08,4840,206773.35,42.72,1379,2318,0,0.0,12.56,220
2017-11-09,4861,203741.26,41.91,1400,2384,0,0.0,12.24,234
2017-11-10,4849,193111.33,39.82,1390,2336,0,0.0,11.84,239
2017-11-11,4939,209225.68,42.36,1398,2353,0,0.0,12.57,247
2017-11-12,4324,206756.21,47.82,1341,2220,0,0.0,12.14,205
2017-11-13,4482,193899.38,43.26,1345,2218,0,0.0,12.56,270
2017-11-14,4937,205700.59,41.67,1379,2349,0,0.0,12.34,235
2017-11-15,4956,201907.31,40.74,1382,2366,0,0.0,13.05,244
2017-11-16,4747,198658.12,41.85,1362,2328,0,0.0,12.11,237
2017-11-17,4949,201614.45,40.74,1395,2349,0,0.0,12.41,254
2017-11-18,4854,216362.96,44.57,1397,2361,0,0.0,13.02,226
2017-11-19,4383,197167.57,44.98,1371,2257,3,0.0684,12.37,199
2017-11-20,4446,194181.3,43.68,1366,2239,0,0.0,12.78,270
2017-11-21,4841,202542.45,41.84,1399,2323,7,0.1446,12.56,225
2017-11-22,4848,201652.69,41.6,1385,2386,10,0.2063,12.23,226
2017-11-23,4804,193798.63,40.34,1382,2350,8,0.1665,11.93,256
2017-11-24,4939,181021.54,36.65,1374,2365,0,0.0,14.72,226
2017-11-25,4928,221233.41,44.89,1379,2379,0,0.0,12.11,235
2017-11-26,4322,202956.25,46.96,1368,2222,6,0.1388,12.86,175
2017-11-27,4471,192373.21,43.03,1364,2229,0,0.0,12.14,277
2017-11-28,4754,196773.03,41.39,1392,2333,7,0.1472,12.52,242
2017-11-29,4905,200152.74,40.81,1387,2374,5,0.1019,12.84,247
2017-11-30,4871,207498.44,42.6,1382,2344,12,0.2464,12.26,242
2017-12-01,4668,200970.14,43.05,1377,2305,0,0.0,13.02,213
2017-12-02,4963,218480.48,44.02,1397,2380,0,0.0,12.05,263
2017-12-03,4386,209206.43,47.7,1365,2236,17,0.3876,12.38,178
2017-12-04,4522,200184.77,44.27,1363,2285,0,0.0,13.07,247
2017-12-05,4838,199399.15,41.22,1382,2318,10,0.2067,11.78,238
2017-12-06,4768,195682.17,41.04,1378,2323,15,0.3146,12.16,233
2017-12-07,4774,196078.98,41.07,1363,2297,8,0.1676,12.63,222
2017-12-08,4857,201586.63,41.5,1368,2309,0,0.0,12.21,243
2017-12-09,4969,218179.84,43.91,1411,2372,0,0.0,12.58,238
2017-12-10,4188,192494.62,45.96,1339,2188,12,0.2865,12.97,186
2017-12-11,4557,193113.74,42.38,1373,2262,0,0.0,11.7,277
2017-12-12,4825,193449.71,40.09,1387,2354,21,0.4352,12.23,230
2017-12-13,4787,202859.34,42.38,1403,2352,8,0.1671,12.16,209
2017-12-14,4810,206740.08,42.98,1384,2371,9,0.1871,12.2,240
2017-12-15,4881,203996.06,41.79,1398,2378,0,0.0,12.33,235
2017-12-16,4903,220516.41,44.98,1388,2332,0,0.0,12.3,228
2017-12-17,4432,199999.86,45.13,1364,2257,10,0.2256,12.79,200
2017-12-18,4481,196382.84,43.83,1359,2251,0,0.0,12.68,251
2017-12-19,4848,194204.04,40.06,1401,2353,17,0.3507,12.5,237
2017-12-20,4705,208424.93,44.3,1373,2284,13,0.2763,13.11,215
2017-12-21,4758,196765.64,41.35,1380,2355,6,0.1261,12.3,211
2017-12-22,4820,193780.7,40.2,1402,2363,0,0.0,12.12,199
2017-12-23,4840,205413.38,42.44,1375,2314,0,0.0,12.11,223
2017-12-24,4226,201681.3,47.72,1350,2226,10,0.2366,13.42,159
2017-12-25,5060,185474.97,36.66,1379,2375,0,0.0,13.6,284
2017-12-26,4737,190079.2,40.13,1383,2325,11,0.2322,11.93,210
2017-12-27,4766,192152.25,40.32,1395,2344,9,0.1888,11.79,223
2017-12-28,4724,195849.98,41.46,1380,2286,6,0.127,11.71,212
2017-12-29,4835,194316.38,40.19,1393,2356,0,0.0,12.53,239
2017-12-30,4992,214625.21,42.99,1397,2366,0,0.0,11.58,273
2017-12-31,4319,196204.55,45.43,1368,2266,15,0.3473,12.99,183
2018-01-01,5061,186705.53,36.89,1389,2375,12,0.2371,14.21,276
2018-01-02,4343,197685.64,45.52,1375,2257,0,0.0,13.72,173
2018-01-03,4819,206358.27,42.82,1380,2314,11,0.2283,12.1,222
2018-01-04,4779,204847.47,42.86,1406,2366,8,0.1674,12.3,214
2018-01-05,4799,208550.79,43.46,1383,2342,7,0.1459,12.79,214
2018-01-06,4737,194489.89,41.06,1395,2343,0,0.0,12.01,234
2018-01-07,4980,218020.43,43.78,1395,2353,0,0.0,12.15,257
2018-01-08,4300,204003.65,47.44,1375,2242,2,0.0465,13.53,175
2018-01-09,4398,197349.26,44.87,1375,2250,0,0.0,12.48,238
2018-01-10,4960,208529.21,42.04,1403,2383,15,0.3024,12.18,219
2018-01-11,4740,201312.76,42.47,1384,2342,10,0.211,12.15,220
2018-01-12,4797,198314.26,41.34,1399,2320,10,0.2085,12.57,209
2018-01-13,4747,193171.89,40.69,1391,2365,0,0.0,12.43,202
2018-01-14,4813,208012.69,43.22,1402,2370,0,0.0,11.99,210
2018-01-15,4424,204586.12,46.24,1378,2271,3,0.0678,13.22,187
2018-01-16,4456,187930.36,42.17,1384,2279,0,0.0,13.62,217
2018-01-17,4885,183363.27,37.54,1383,2345,4,0.0819,15.76,206
2018-01-18,4849,203046.45,41.87,1384,2355,5,0.1031,12.08,229
2018-01-19,4843,200523.73,41.4,1404,2382,4,0.0826,12.02,215
2018-01-20,4898,204628.73,41.78,1378,2366,0,0.0,12.31,224
2018-01-21,4875,218486.9,44.82,1404,2359,0,0.0,12.78,232
2018-01-22,4438,203605.05,45.88,1369,2231,9,0.2028,12.75,191
2018-01-23,4491,187884.24,41.84,1365,2248,0,0.0,13.25,264
2018-01-24,4915,201560.28,41.01,1400,2361,8,0.1628,11.92,229
2018-01-25,4908,203113.13,41.38,1405,2333,8,0.163,12.45,241
2018-01-26,4845,212207.97,43.8,1389,2345,8,0.1651,12.34,234
2018-01-27,4774,200413.82,41.98,1384,2289,0,0.0,12.07,223
2018-01-28,4800,212407.5,44.25,1383,2350,0,0.0,11.67,238
2018-01-29,4431,203286.94,45.88,1358,2277,7,0.158,13.29,185
2018-01-30,4500,192851.06,42.86,1382,2312,0,0.0,12.56,251
2018-01-31,4752,193565.99,40.73,1392,2304,14,0.2946,11.24,230
2018-02-01,4767,201171.87,42.2,1384,2344,10,0.2098,12.02,202
2018-02-02,4752,193161.5,40.65,1376,2326,14,0.2946,11.55,237
2018-02-03,4809,197208.02,41.01,1413,2387,0,0.0,12.44,236
2018-02-04,4826,210984.73,43.72,1382,2347,0,0.0,11.36,229
2018-02-05,4359,209763.53,48.12,1363,2216,14,0.3212,12.64,188
2018-02-06,4365,188844.94,43.26,1344,2237,0,0.0,13.15,246
2018-02-07,4954,205455.19,41.47,1402,2339,14,0.2826,11.73,249
2018-02-08,4685,203513.44,43.44,1373,2286,6,0.1281,12.89,214
